@relation RequestFeatures

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric

@data
2,5,3.14385499714234,1.7231286732827087,193.46115113373745,104.38877800801744,100.35138986877305,3.0
2,6,5.0,3.0,193.46115113373745,104.38877800801744,100.35138986877305,3.0
2,7,1.8288792426447602,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
3,1,0.0,8.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
3,2,1.3195876056559235,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
3,3,2.3640491159949786,2.5376914752000483,193.46115113373745,104.38877800801744,100.35138986877305,0.0
3,4,0.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
3,5,8.521278868591214,8.0,193.46115113373745,104.38877800801744,100.35138986877305,5.0
3,7,5.777420698715507,5.0,193.46115113373745,104.38877800801744,100.35138986877305,5.0
4,0,0.0,1.294161093009537,193.46115113373745,104.38877800801744,100.35138986877305,0.0
4,2,5.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
4,4,0.0,1.711618060660541,193.46115113373745,104.38877800801744,100.35138986877305,0.0
4,5,5.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
4,7,1.8136223819870836,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
5,0,0.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
5,1,0.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
5,3,0.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
5,4,8.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
5,5,3.0,1.5273369203204235,193.46115113373745,104.38877800801744,100.35138986877305,0.0
5,6,1.7202144924231595,1.6158739086764518,193.46115113373745,104.38877800801744,100.35138986877305,0.0
6,0,1.2254820696645294,1.2243893731487234,193.46115113373745,104.38877800801744,100.35138986877305,0.0
6,1,1.2329152421351888,1.2097920696071969,193.46115113373745,104.38877800801744,100.35138986877305,0.0
6,2,0.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
6,4,0.0,1.5254106447603226,193.46115113373745,104.38877800801744,100.35138986877305,0.0
6,6,2.667036432319245,8.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
7,2,0.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
7,3,1.515147361821131,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
7,4,0.0,0.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
7,6,1.8364744238635509,5.0,193.46115113373745,104.38877800801744,100.35138986877305,0.0
0,1,1.3187254117112448,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
0,2,0.0,1.3168231194352353,104.38877800801744,100.35138986877305,120.84592359934288,0.0
0,4,0.0,3.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
0,7,2.6105349698299154,0.0,104.38877800801744,100.35138986877305,120.84592359934288,3.0
1,1,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
1,2,2.0872119941576406,3.0,104.38877800801744,100.35138986877305,120.84592359934288,5.0
1,6,0.0,14.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
2,0,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
2,1,1.3187254117112448,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
2,2,3.0,1.5278996271840526,104.38877800801744,100.35138986877305,120.84592359934288,5.0
2,4,2.317083118611158,3.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
2,6,3.0,5.0,104.38877800801744,100.35138986877305,120.84592359934288,3.0
2,7,0.0,3.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
3,0,1.311101736038077,1.3112922392405855,104.38877800801744,100.35138986877305,120.84592359934288,0.0
3,1,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,8.0
3,2,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
3,4,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
3,5,5.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,8.0
3,6,2.0023417194828497,0.0,104.38877800801744,100.35138986877305,120.84592359934288,3.0
3,7,5.0,1.9392193327246698,104.38877800801744,100.35138986877305,120.84592359934288,5.0
4,1,1.6107489691474584,1.4182073832466358,104.38877800801744,100.35138986877305,120.84592359934288,3.0
4,2,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
4,3,7.602288698032591,1.7046259510299644,104.38877800801744,100.35138986877305,120.84592359934288,3.0
4,5,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
4,6,1.7064011445683938,1.6228966864189862,104.38877800801744,100.35138986877305,120.84592359934288,0.0
4,7,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
5,0,0.0,1.2763413649727238,104.38877800801744,100.35138986877305,120.84592359934288,0.0
5,1,0.0,1.283774537443383,104.38877800801744,100.35138986877305,120.84592359934288,0.0
5,2,1.2818722451673736,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
5,3,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
5,4,0.0,1.621090824768599,104.38877800801744,100.35138986877305,120.84592359934288,0.0
5,7,1.5854590152033199,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
6,2,0.0,1.2078897773311872,104.38877800801744,100.35138986877305,120.84592359934288,0.0
6,3,1.4914265924881291,1.505300803165362,104.38877800801744,100.35138986877305,120.84592359934288,0.0
6,6,0.0,0.0,104.38877800801744,100.35138986877305,120.84592359934288,8.0
7,2,0.0,1.2299202533433728,104.38877800801744,100.35138986877305,120.84592359934288,0.0
7,3,0.0,1.4728877115126071,104.38877800801744,100.35138986877305,120.84592359934288,0.0
7,4,0.0,1.585168738359377,104.38877800801744,100.35138986877305,120.84592359934288,0.0
7,5,1.5645812081307477,1.5213526317073858,104.38877800801744,100.35138986877305,120.84592359934288,0.0
7,6,0.0,30.0,104.38877800801744,100.35138986877305,120.84592359934288,5.0
7,7,1.5593642920386006,0.0,104.38877800801744,100.35138986877305,120.84592359934288,0.0
0,1,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
0,3,2.5482006172521237,3.0,100.35138986877305,120.84592359934288,69.51457963396453,5.0
0,4,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,3.0
0,5,1.8389043313899436,0.0,100.35138986877305,120.84592359934288,69.51457963396453,3.0
0,6,1.791972551787334,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
0,7,3.0,1.718730329226763,100.35138986877305,120.84592359934288,69.51457963396453,0.0
1,1,0.0,1.3187254117112448,100.35138986877305,120.84592359934288,69.51457963396453,0.0
1,2,5.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,3.0
1,3,1.7046259510299644,1.5766661934562283,100.35138986877305,120.84592359934288,69.51457963396453,0.0
1,4,1.7971894678794809,1.6228966864189862,100.35138986877305,120.84592359934288,69.51457963396453,0.0
1,6,0.0,4.1657937825333615,100.35138986877305,120.84592359934288,69.51457963396453,14.0
1,7,1.6645363590901296,1.6228966864189862,100.35138986877305,120.84592359934288,69.51457963396453,0.0
2,0,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
2,1,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
2,3,1.6177647018670118,1.5766661934562283,100.35138986877305,120.84592359934288,69.51457963396453,0.0
2,4,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,3.0
2,6,3.0,1.9108595443648815,100.35138986877305,120.84592359934288,69.51457963396453,5.0
2,7,0.0,1.7231286732827087,100.35138986877305,120.84592359934288,69.51457963396453,3.0
3,1,8.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
3,2,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
3,3,2.5376914752000483,2.4910039691958623,100.35138986877305,120.84592359934288,69.51457963396453,11.0
3,4,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
3,5,8.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
3,6,3.0,1.6406453069281925,100.35138986877305,120.84592359934288,69.51457963396453,0.0
4,0,1.294161093009537,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
4,2,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
4,4,1.711618060660541,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
4,5,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
4,7,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
5,2,0.0,1.2420658091376025,100.35138986877305,120.84592359934288,69.51457963396453,0.0
5,3,0.0,1.4811064273576655,100.35138986877305,120.84592359934288,69.51457963396453,0.0
5,6,1.6158739086764518,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
5,7,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
6,0,1.2243893731487234,1.2243893731487234,100.35138986877305,120.84592359934288,69.51457963396453,0.0
6,5,1.902517407405197,0.0,100.35138986877305,120.84592359934288,69.51457963396453,5.0
6,6,8.0,1.8298180970777205,100.35138986877305,120.84592359934288,69.51457963396453,0.0
6,7,1.568454835298158,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
7,0,1.2402346159660675,1.2243893731487234,100.35138986877305,120.84592359934288,69.51457963396453,0.0
7,6,5.0,23.897303446473273,100.35138986877305,120.84592359934288,69.51457963396453,30.0
7,7,0.0,0.0,100.35138986877305,120.84592359934288,69.51457963396453,0.0
0,1,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
0,2,1.3168231194352353,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
0,3,5.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,3.0
0,4,3.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
0,5,3.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
0,6,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
1,2,3.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
2,0,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
2,1,0.0,1.2789189756814736,120.84592359934288,69.51457963396453,79.33875544105378,0.0
2,2,1.5278996271840526,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
2,4,3.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
2,5,1.6697532751822768,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
3,0,1.3112922392405855,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
3,1,0.0,1.3187254117112448,120.84592359934288,69.51457963396453,79.33875544105378,0.0
3,2,0.0,1.6772639303927313,120.84592359934288,69.51457963396453,79.33875544105378,0.0
3,4,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
3,5,0.0,2.1580697333683774,120.84592359934288,69.51457963396453,79.33875544105378,0.0
3,7,1.9392193327246698,2.1324418375431926,120.84592359934288,69.51457963396453,79.33875544105378,0.0
4,0,0.0,1.294161093009537,120.84592359934288,69.51457963396453,79.33875544105378,0.0
4,2,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
4,3,1.7046259510299644,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
4,4,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
4,5,0.0,2.003983798703111,120.84592359934288,69.51457963396453,79.33875544105378,0.0
4,7,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
5,0,1.2763413649727238,1.2365349289429528,120.84592359934288,69.51457963396453,79.33875544105378,0.0
5,1,1.283774537443383,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
5,4,1.621090824768599,1.5985498901738313,120.84592359934288,69.51457963396453,79.33875544105378,0.0
5,6,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
5,7,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
6,3,1.505300803165362,1.5326121959974648,120.84592359934288,69.51457963396453,79.33875544105378,0.0
6,4,1.5736717513903054,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
6,5,5.0,8.066670507008046,120.84592359934288,69.51457963396453,79.33875544105378,0.0
6,7,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
7,1,1.2476677884367269,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
7,2,1.2299202533433728,1.2299202533433728,120.84592359934288,69.51457963396453,79.33875544105378,0.0
7,4,1.585168738359377,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
7,7,0.0,0.0,120.84592359934288,69.51457963396453,79.33875544105378,0.0
0,1,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
0,2,0.0,3.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
0,3,3.0,11.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
0,4,0.0,3.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
0,5,0.0,3.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
0,6,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
0,7,1.718730329226763,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
1,0,1.311101736038077,1.830318531727493,69.51457963396453,79.33875544105378,206.94551869147264,0.0
1,1,1.3187254117112448,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
1,2,0.0,3.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
1,5,1.7971894678794809,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
1,6,4.1657937825333615,3.361298003732961,69.51457963396453,79.33875544105378,206.94551869147264,0.0
2,0,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
2,2,0.0,2.5303469446175884,69.51457963396453,79.33875544105378,206.94551869147264,0.0
2,4,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
2,5,0.0,2.6176988658019273,69.51457963396453,79.33875544105378,206.94551869147264,0.0
2,6,1.9108595443648815,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
3,0,0.0,1.311857467093437,69.51457963396453,79.33875544105378,206.94551869147264,0.0
3,4,0.0,2.0912550878353393,69.51457963396453,79.33875544105378,206.94551869147264,0.0
4,1,1.301403762277688,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
4,2,0.0,1.258778975322385,69.51457963396453,79.33875544105378,206.94551869147264,0.0
4,3,0.0,2.8035261945144794,69.51457963396453,79.33875544105378,206.94551869147264,0.0
4,4,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
4,7,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
5,1,0.0,4.051215870283334,69.51457963396453,79.33875544105378,206.94551869147264,0.0
5,6,0.0,17.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
5,7,0.0,2.250200086190768,69.51457963396453,79.33875544105378,206.94551869147264,0.0
6,0,1.2243893731487234,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
6,1,1.2476677884367269,1.2323877734722342,69.51457963396453,79.33875544105378,206.94551869147264,0.0
6,2,1.245765496160717,1.2067832154791567,69.51457963396453,79.33875544105378,206.94551869147264,0.0
6,4,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
6,7,0.0,2.5960867174759694,69.51457963396453,79.33875544105378,206.94551869147264,0.0
7,0,1.2243893731487234,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
7,1,0.0,1.2323877734722342,69.51457963396453,79.33875544105378,206.94551869147264,0.0
7,4,0.0,0.0,69.51457963396453,79.33875544105378,206.94551869147264,0.0
7,7,0.0,2.067549373677597,69.51457963396453,79.33875544105378,206.94551869147264,0.0
0,0,1.649935343543839,30.0,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
0,1,0.0,3.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
0,2,0.0,14.0,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
0,3,0.0,74.4116645021645,79.33875544105378,206.94551869147264,1151.8549360623444,11.0
0,4,0.0,68.21244338994339,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
0,5,0.0,24.0,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
0,6,0.0,24.5448447999369,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
0,7,0.0,38.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
1,1,0.0,1.4540442728012903,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
1,2,0.0,32.08849263236764,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
1,3,1.6276927542329844,43.236436213640154,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
1,4,1.7203180083697567,30.55806401931402,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
1,5,0.0,37.54239676452718,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
2,0,0.0,5.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
2,3,1.8986909393241078,22.0,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
2,4,0.0,40.90349772157666,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
2,6,0.0,33.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
2,7,1.7151010922776095,22.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
3,1,1.3187254117112448,19.38852668318012,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
3,2,1.6772639303927313,34.96196740759242,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
3,5,2.1580697333683774,33.205879148629144,79.33875544105378,206.94551869147264,1151.8549360623444,5.0
3,6,2.257811493984038,14.0,79.33875544105378,206.94551869147264,1151.8549360623444,14.0
4,0,1.294161093009537,0.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
4,1,0.0,0.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
4,4,0.0,28.896591165370584,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
4,5,2.003983798703111,43.08730104617605,79.33875544105378,206.94551869147264,1151.8549360623444,3.0
4,6,1.7151010922776095,3.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
4,7,0.0,39.586757034632036,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
5,2,1.2816817419648652,0.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
5,3,1.5381985782732193,3.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
5,5,1.6308238324099915,24.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
5,6,0.0,38.16193217893218,79.33875544105378,206.94551869147264,1151.8549360623444,17.0
6,0,0.0,0.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
6,4,0.0,27.286664701311764,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
6,5,8.066670507008046,22.0,79.33875544105378,206.94551869147264,1151.8549360623444,41.0
6,6,4.032451103046012,0.0,79.33875544105378,206.94551869147264,1151.8549360623444,24.0
7,0,0.0,0.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
7,2,1.2299202533433728,0.9988343650497026,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
7,4,0.0,4.289952889206041,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
7,5,1.5695910810762583,3.0,79.33875544105378,206.94551869147264,1151.8549360623444,0.0
7,6,25.87909045946029,5.0,79.33875544105378,206.94551869147264,1151.8549360623444,22.0
0,0,3.0,5.0,206.94551869147264,1151.8549360623444,6364.985819425189,30.0
0,1,0.0,8.0,206.94551869147264,1151.8549360623444,6364.985819425189,3.0
0,2,3.0,79.0,206.94551869147264,1151.8549360623444,6364.985819425189,14.0
0,5,3.0,216.71766666666667,206.94551869147264,1151.8549360623444,6364.985819425189,24.0
0,7,0.0,169.0,206.94551869147264,1151.8549360623444,6364.985819425189,38.0
