0.0 1:5 2:3 3:3.0 4:0.0 5:312.1529797 6:145.24036047 7:68.982903777
8.0 1:5 2:4 3:11.0 4:0.0 5:312.1529797 6:145.24036047 7:68.982903777
3.0 1:5 2:5 3:3.0 4:0.0 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:6 2:2 3:0.0 4:0.0 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:6 2:4 3:0.0 4:0.0 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:6 2:7 3:1.9479081 4:0.083953726 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:7 2:0 3:1.938264 4:0.07409066 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:7 2:1 3:1.9394995 4:0.075354256 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:7 2:2 3:0.0 4:0.0 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:7 2:4 3:0.0 4:0.0 5:312.1529797 6:145.24036047 7:68.982903777
0.0 1:0 2:0 3:0.0 4:0.054296416 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:0 2:2 3:0.79102977 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
3.0 1:0 2:3 3:5.0 4:0.33166699 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:0 2:4 3:3.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
3.0 1:0 2:6 3:8.0 4:0.16254136 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:1 2:0 3:0.0 4:0.052141397 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:1 2:1 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
3.0 1:1 2:3 3:3.0 4:0.15783938 5:145.24036047 6:68.982903777 7:62.822674536
3.0 1:1 2:4 3:3.0 4:0.1590749 5:145.24036047 6:68.982903777 7:62.822674536
33.0 1:1 2:5 3:2.0400138 4:1.2750277 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:1 2:6 3:8.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:2 2:0 3:0.66988067 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
3.0 1:2 2:2 3:0.82235118 4:5.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:2 2:3 3:0.0 4:0.051263405 5:145.24036047 6:68.982903777 7:62.822674536
3.0 1:2 2:5 3:1.1076058 4:0.16576436 5:145.24036047 6:68.982903777 7:62.822674536
3.0 1:2 2:6 3:5.0 4:3.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:2 2:7 3:0.72482946 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:3 2:1 3:0.0 4:8.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:3 2:2 3:0.6120759 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:3 2:3 3:0.89485953 4:0.43049875 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:3 2:4 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
5.0 1:3 2:5 3:1.4572914 4:8.0 5:145.24036047 6:68.982903777 7:62.822674536
5.0 1:3 2:7 3:0.85362687 4:5.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:4 2:0 3:0.0 4:0.04556599 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:4 2:2 3:5.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:4 2:4 3:0.0 4:0.050508053 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:4 2:5 3:5.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:4 2:7 3:0.6766928 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:5 2:0 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:5 2:1 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:5 2:3 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:5 2:4 3:8.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:5 2:5 3:3.0 4:0.054387787 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:5 2:6 3:0.72060764 4:0.051983651 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:6 2:0 3:0.60661857 4:0.043575122 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:6 2:1 3:0.60785408 4:0.048315508 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:6 2:2 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:6 2:4 3:0.0 4:0.052106295 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:6 2:6 3:1.0011603 4:8.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:7 2:2 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:7 2:3 3:0.60932968 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:7 2:4 3:0.0 4:0.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:7 2:6 3:0.7890038 4:5.0 5:145.24036047 6:68.982903777 7:62.822674536
0.0 1:0 2:1 3:0.081583808 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:0 2:2 3:0.0 4:0.2837704 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:0 2:4 3:0.0 4:3.0 5:68.982903777 6:62.822674536 7:92.40125640000002
3.0 1:0 2:7 3:0.27877683 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:1 2:1 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
5.0 1:1 2:2 3:0.25465606 4:3.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:1 2:6 3:0.0 4:14.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:2 2:0 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:2 2:1 3:0.07959294 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
5.0 1:2 2:2 3:3.0 4:0.4577471 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:2 2:4 3:0.3648476 4:3.0 5:68.982903777 6:62.822674536 7:92.40125640000002
3.0 1:2 2:6 3:3.0 4:5.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:2 2:7 3:0.0 4:3.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:3 2:0 3:0.10002139 4:0.27831306 5:68.982903777 6:62.822674536 7:92.40125640000002
8.0 1:3 2:1 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:3 2:2 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:3 2:4 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
8.0 1:3 2:5 3:5.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
3.0 1:3 2:6 3:0.29405493 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
5.0 1:3 2:7 3:5.0 4:0.46292925 5:68.982903777 6:62.822674536 7:92.40125640000002
3.0 1:4 2:1 3:0.18130138 4:0.38413369 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:4 2:2 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
3.0 1:4 2:3 3:1.9786416 4:0.38660472 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:4 2:5 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:4 2:6 3:0.083779652 4:0.28473073 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:4 2:7 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:5 2:0 3:0.0 4:0.2763222 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:5 2:1 3:0.0 4:0.27755771 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:5 2:2 3:0.077842155 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:5 2:3 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:5 2:4 3:0.0 4:0.28126426 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:5 2:7 3:0.11240646 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:6 2:2 3:0.0 4:0.2777978 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:6 2:3 3:0.1007588 4:0.27903331 5:68.982903777 6:62.822674536 7:92.40125640000002
8.0 1:6 2:6 3:0.0 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:7 2:2 3:0.0 4:0.27680236 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:7 2:3 3:0.0 4:0.27803788 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:7 2:4 3:0.0 4:0.27927339 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:7 2:5 3:0.1022687 4:0.28050891 5:68.982903777 6:62.822674536 7:92.40125640000002
5.0 1:7 2:6 3:0.0 4:30.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:7 2:7 3:0.10479691 4:0.0 5:68.982903777 6:62.822674536 7:92.40125640000002
0.0 1:0 2:1 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
5.0 1:0 2:3 3:0.33166699 4:3.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
3.0 1:0 2:4 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
3.0 1:0 2:5 3:0.16932702 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:0 2:6 3:0.16254136 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:0 2:7 3:3.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:1 2:1 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
3.0 1:1 2:2 3:5.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:1 2:3 3:0.15783938 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:1 2:4 3:0.1590749 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
14.0 1:1 2:6 3:0.0 4:0.12394808 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:1 2:7 3:0.065287463 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:2 2:0 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:2 2:1 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:2 2:3 3:0.051263405 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
3.0 1:2 2:4 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
5.0 1:2 2:6 3:3.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
3.0 1:2 2:7 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:3 2:1 3:8.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:3 2:2 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
11.0 1:3 2:3 3:0.43049875 4:0.046523516 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:3 2:4 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:3 2:5 3:8.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:3 2:6 3:3.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:4 2:0 3:0.04556599 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:4 2:2 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:4 2:4 3:0.050508053 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:4 2:5 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:4 2:7 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:5 2:2 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:5 2:3 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:5 2:6 3:0.051983651 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:5 2:7 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:6 2:0 3:0.043575122 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
5.0 1:6 2:5 3:0.25262155 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:6 2:6 3:8.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:6 2:7 3:0.054623002 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:7 2:0 3:0.044755963 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
30.0 1:7 2:6 3:5.0 4:0.73911035 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:7 2:7 3:0.0 4:0.0 5:62.822674536 6:92.40125640000002 7:3.909581945999995
0.0 1:0 2:1 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:0 2:2 3:0.2837704 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
3.0 1:0 2:3 3:5.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:0 2:4 3:3.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:0 2:5 3:3.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:0 2:6 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:1 2:2 3:3.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:2 2:0 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:2 2:1 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:2 2:2 3:0.4577471 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:2 2:4 3:3.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:2 2:5 3:0.29203961 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:3 2:0 3:0.27831306 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:3 2:1 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:3 2:2 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:3 2:4 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:3 2:5 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:3 2:7 3:0.46292925 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:4 2:0 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:4 2:2 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:4 2:3 3:0.38660472 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:4 2:4 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:4 2:5 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:4 2:7 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:5 2:0 3:0.2763222 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:5 2:1 3:0.27755771 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:5 2:4 3:0.28126426 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:5 2:6 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:5 2:7 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:6 2:3 3:0.27903331 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:6 2:4 3:0.28112935 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:6 2:5 3:5.0 4:1.0340403 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:6 2:7 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:7 2:1 3:0.27631873 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:7 2:2 3:0.27680236 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:7 2:4 3:0.27927339 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:7 2:7 3:0.0 4:0.0 5:92.40125640000002 6:3.909581945999995 7:2.0360905599999906
0.0 1:0 2:1 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:0 2:2 3:0.0 4:3.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:0 2:3 3:3.0 4:11.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:0 2:4 3:0.0 4:3.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:0 2:5 3:0.0 4:3.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:0 2:6 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:0 2:7 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:1 2:0 3:0.0 4:0.81556868 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:1 2:1 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:1 2:2 3:0.0 4:3.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:1 2:5 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:1 2:6 3:0.12394808 4:1.479744 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:2 2:0 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:2 2:2 3:0.0 4:1.4046737 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:2 2:4 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:2 2:5 3:0.0 4:1.0983615 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:2 2:6 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:3 2:0 3:0.0 4:0.64074564 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:3 2:4 3:0.0 4:0.81851987 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:4 2:1 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:4 2:2 3:0.0 4:0.99284712 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:4 2:3 3:0.0 4:1.0608219 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:4 2:4 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:4 2:7 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:5 2:1 3:0.0 4:1.4004518 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:5 2:6 3:0.0 4:17.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:5 2:7 3:0.0 4:1.0276342 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:6 2:0 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:6 2:1 3:0.0 4:0.63899485 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:6 2:2 3:0.0 4:0.99081136 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:6 2:4 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:6 2:7 3:0.0 4:0.99826647 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:7 2:0 3:0.0 4:0.0 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
0.0 1:7 2:1 3:0.0 4:0.63799942 5:3.909581945999995 6:2.0360905599999906 7:181.37577739
